BGC_features	SMILES
['PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF12697.10', 'PF03621.16', 'PF00067.25', 'PF00067.25', 'PF00155.24', 'PF12897.10', 'PF02797.18', 'PF00195.22', 'PF08541.13', 'PF08392.15', 'PF08545.13', 'PF00378.23', 'PF00378.23', 'PF16113.8', 'PF00378.23', 'PF16113.8', 'PF04820.17', 'PF01494.22', 'PF01266.27', 'PF00890.27', 'PF12831.10', 'PF03486.17', 'PF00732.22', 'PF13450.9']	NC(CC1=CC=C(O)C=C1)C(=O)NC1CC2=CNC3=C2C=CC(=C3)C2=CC3=CC(=C2O)OC2=CC=C(C=C2)CC2NC(=O)C(NC(=O)C3NC(=O)C(C3=CC(O)=CC(O)=C3)NC1=O)C1=CC=C(OC3=CC(=CC=C3O)C(C(=O)O)NC2=O)C(Cl)=C1
['PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF02826.22', 'PF00389.33', 'PF03446.18', 'PF07478.16', 'PF01820.24', 'PF02222.25', 'PF13535.9', 'PF02655.17', 'PF03033.23', 'PF04101.19', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00668.23', 'PF00501.31', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF12697.10', 'PF00561.23', 'PF03621.16', 'PF02585.20', 'PF00067.25', 'PF00067.25', 'PF00067.25', 'PF04820.17', 'PF01494.22', 'PF01266.27', 'PF12831.10', 'PF00890.27', 'PF07992.17', 'PF03486.17', 'PF13450.9', 'PF00067.25', 'PF03033.23', 'PF00501.31', 'PF02797.18', 'PF00195.22', 'PF08541.13', 'PF08392.15', 'PF08545.13', 'PF00378.23', 'PF16113.8', 'PF00378.23', 'PF16113.8', 'PF00155.24', 'PF12897.10', 'PF00975.23', 'PF12697.10']	NC1C(=O)NC2CC3=CC(Cl)=C(C=C3)OC3=CC4=CC(=C3O)OC3=C(Cl)C=C(C=C3)C(O)C3NC(=O)C(NC(=O)C4NC(=O)C(NC2=O)C2=CC(=CC(O)=C2)OC2=C(O)C=CC1=C2)C1=CC(=C(O)C=C1)C1=C(O)C=C(O)C=C1C(C(=O)O)NC3=O
['PF13561.9', 'PF00106.28', 'PF08659.13', 'PF13460.9', 'PF01370.24', 'PF08643.13', 'PF01613.21', 'PF01636.26', 'PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF10604.12', 'PF13577.9', 'PF03364.23', 'PF12680.10', 'PF00107.29', 'PF13602.9', 'PF08240.15', 'PF16884.8', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF10604.12', 'PF03364.23', 'PF12697.10', 'PF00561.23', 'PF12146.11']	COC1=CC=CC2=C1C(OC)C13OC1(C2=O)C(O)C(C)C(O)(C(=O)C1OC1C)C3O
['PF00425.21', 'PF00891.21', 'PF13649.9', 'PF16864.8', 'PF08241.15', 'PF05175.17', 'PF00550.28', 'PF00501.31', 'PF13193.9', 'PF08541.13', 'PF08545.13', 'PF07859.16', 'PF20434.1', 'PF00135.31', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF01613.21', 'PF04820.17', 'PF00266.22', 'PF01053.23']	COC(=O)C1=CC(Cl)=C(C)C2=C1NC(=O)C1=C(C=CC(Cl)=C1)O2
['PF13649.9', 'PF13489.9', 'PF13847.9', 'PF08241.15', 'PF08242.15', 'PF05175.17', 'PF00501.31', 'PF04023.17', 'PF00324.24', 'PF13520.9', 'PF00291.28', 'PF00561.23', 'PF00756.23', 'PF12697.10', 'PF12146.11', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF13460.9', 'PF07478.16', 'PF01820.24', 'PF13302.10', 'PF00583.28', 'PF13523.9', 'PF01636.26', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF13847.9', 'PF08242.15', 'PF13679.9', 'PF01135.22', 'PF07021.15', 'PF05148.18', 'PF01209.21']	NC1CONC1=O
['PF03109.19', 'PF01636.26', 'PF00069.28', 'PF00975.23', 'PF12697.10', 'PF00384.25', 'PF01568.24', 'PF04879.19', 'PF03007.19', 'PF06974.16', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF00550.28', 'PF14573.9', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF00668.23', 'PF00550.28', 'PF00107.29', 'PF00501.31', 'PF00109.29', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF00550.28', 'PF00668.23', 'PF16197.8', 'PF13193.9', 'PF18563.4', 'PF13561.9', 'PF00106.28', 'PF00108.26', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF08242.15', 'PF16197.8', 'PF13489.9', 'PF00550.28', 'PF13561.9', 'PF08241.15', 'PF00106.28', 'PF13649.9', 'PF13847.9', 'PF00108.26', 'PF01209.21', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF01370.24', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF08242.15', 'PF16197.8', 'PF13489.9', 'PF13649.9', 'PF08241.15', 'PF00550.28', 'PF13847.9', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF01209.21', 'PF00668.23', 'PF00501.31', 'PF00975.23', 'PF18563.4', 'PF13193.9', 'PF00550.28', 'PF12697.10', 'PF00067.25', 'PF08241.15', 'PF13649.9', 'PF13847.9', 'PF08242.15', 'PF13489.9', 'PF01209.21', 'PF05175.17', 'PF05148.18', 'PF02353.23', 'PF00501.31', 'PF13193.9', 'PF00067.25']	CCCC(C)=C1COC(CC(C)C)C1=CC1N=C2OC1COC(=O)C(CC(C)C)CC(=O)OC1C(OC(=O)C1(C)CO)C(C)=CCC1=CC=C2N1
['PF00975.23', 'PF12697.10', 'PF00550.28', 'PF01648.23', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00501.31', 'PF13193.9', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00550.28', 'PF01565.26', 'PF08031.15', 'PF01494.22', 'PF04820.17', 'PF01266.27', 'PF12831.10', 'PF00109.29', 'PF07993.15', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF01370.24', 'PF16363.8', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF08659.13', 'PF14765.9', 'PF00108.26', 'PF04820.17', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF07992.17', 'PF12831.10', 'PF01946.20', 'PF00890.27', 'PF00107.29', 'PF13602.9', 'PF13561.9', 'PF00106.28']	O=C(C=CC1=C(O)C=CC(C(=O)C2=CC(Cl)=C(Cl)N2)=C1O)C1=CC(Cl)=C(Cl)N1
['PF00067.25', 'PF00067.25', 'PF00067.25', 'PF00348.20', 'PF00348.20', 'PF00501.31', 'PF00668.23', 'PF00550.28']	CC1(C)OC23CCC4(C)C(O)(C2=CC(=O)C1O3)C(O)CC1CC2=C(NC3=CC=CC=C23)C14C
['PF06500.14', 'PF00326.24', 'PF12146.11', 'PF00756.23', 'PF03364.23', 'PF10604.12', 'PF00501.31', 'PF00550.28', 'PF16320.8', 'PF00109.29', 'PF00109.29', 'PF02801.25', 'PF01648.23']	COC1=CC(OC)=C2C(=O)C3=C(C=CC=C3O)C(=O)C2=C1
['PF00891.21', 'PF08242.15', 'PF13649.9', 'PF04673.15', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF10501.12', 'PF03364.23', 'PF10604.12', 'PF03992.19', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF02882.22', 'PF02719.18', 'PF08545.13', 'PF08541.13', 'PF00108.26']	CCCCCC1=C(C(=O)O)C(O)=C2C(=C1)C=CC1=C2C=C2C(=C1O)C(=O)C1=C(O)C=C(O)C=C1C2(C)C
['PF00501.31', 'PF00668.23', 'PF07993.15', 'PF18563.4', 'PF01370.24', 'PF00550.28', 'PF13193.9', 'PF01073.22', 'PF16363.8', 'PF13460.9', 'PF04321.20', 'PF02719.18', 'PF14765.9', 'PF08659.13', 'PF00106.28', 'PF00107.29', 'PF00550.28', 'PF13561.9', 'PF16363.8', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00106.28', 'PF00550.28', 'PF13561.9', 'PF00108.26', 'PF16363.8', 'PF02719.18', 'PF00698.24', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF00550.28', 'PF00106.28', 'PF16197.8', 'PF13561.9', 'PF00108.26', 'PF00561.23', 'PF12697.10', 'PF12146.11']	CC(C=CC=CC=CC=C(C)C(=O)NC(C)CO)=CC(C)C(O)C(C)=CC(C)C
['PF03621.16', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF01648.23', 'PF02668.19', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF02668.19', 'PF00975.23', 'PF07859.16', 'PF20434.1', 'PF00326.24', 'PF00135.31', 'PF01738.21', 'PF10340.12', 'PF13434.9', 'PF13454.9', 'PF13738.9', 'PF07992.17', 'PF13523.9', 'PF13302.10']	CCCCCCCCCC(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC1CCCN(O)C1=O)C(C)O)C(O)C(=O)O)C(O)C(=O)O
['PF00067.25', 'PF00202.24', 'PF00891.21', 'PF16864.8', 'PF08242.15', 'PF05175.17', 'PF07366.15', 'PF12680.10', 'PF07992.17', 'PF00070.30', 'PF14759.9', 'PF01266.27', 'PF13738.9', 'PF13450.9', 'PF00248.24', 'PF02786.20', 'PF00289.25', 'PF02785.22', 'PF00364.25', 'PF02222.25', 'PF13533.9', 'PF07478.16', 'PF04673.15', 'PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF03364.23', 'PF10604.12', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00070.30', 'PF03486.17', 'PF13450.9', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF01946.20', 'PF03486.17', 'PF00070.30', 'PF13450.9', 'PF05834.15', 'PF00890.27', 'PF01039.25', 'PF06833.14']	CCCC(C1=C(O)C=C(CC2=CC=CC(O)=C2C(=O)C2=C(O)C=C(O)C=C2C)OC1=O)C1=C(O)C=C(CC2=CC=CC(O)=C2C(=O)C2=C(O)C=C(O)C=C2C)OC1=O
['PF01565.26', 'PF00109.29', 'PF16073.8', 'PF00698.24', 'PF02801.25', 'PF00550.28', 'PF00975.23', 'PF14765.9', 'PF16197.8', 'PF00108.26', 'PF12697.10', 'PF00891.21', 'PF13649.9', 'PF01370.24', 'PF01073.22', 'PF07993.15', 'PF13460.9', 'PF16363.8', 'PF05368.16']	COC1=C(CC(C)O)C2=C3C(CC(C)O)=C(OC)C(O)=C4C(=O)C=C5OCOC6=CC(=O)C(=C1O)C2=C6C5=C43
['PF00668.23', 'PF00425.21', 'PF00501.31', 'PF13193.9', 'PF00857.23', 'PF00550.28', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF04321.20', 'PF17837.4', 'PF01648.23']	CC1OC(C2=C(O)C(O)=CC=C2)=NC1C(=O)N(CCCCNC(=O)C1=C(O)C(O)=CC=C1)CCCNC(=O)C1=C(O)C(O)=CC=C1
['PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF13460.9', 'PF00067.25', 'PF00067.25', 'PF00698.24', 'PF04673.15', 'PF07883.14', 'PF02311.22', 'PF05899.15', 'PF01050.21', 'PF12852.10', 'PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF10501.12', 'PF03364.23', 'PF10604.12', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF16363.8', 'PF02719.18', 'PF08643.13', 'PF04321.20', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF04321.20', 'PF01073.22', 'PF07993.15', 'PF13460.9', 'PF05368.16', 'PF00483.26', 'PF12804.10', 'PF01408.25', 'PF01494.22', 'PF01266.27', 'PF00890.27', 'PF13450.9', 'PF12831.10', 'PF00067.25', 'PF00201.21', 'PF04101.19', 'PF01494.22', 'PF01266.27', 'PF00070.30', 'PF07992.17', 'PF13450.9', 'PF00890.27', 'PF05834.15', 'PF12831.10', 'PF13738.9', 'PF01946.20', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF01370.24', 'PF04321.20', 'PF16363.8', 'PF08541.13', 'PF08545.13', 'PF00108.26', 'PF00195.22', 'PF00550.28', 'PF10501.12', 'PF03446.18', 'PF14833.9', 'PF03807.20', 'PF07991.15', 'PF02826.22', 'PF02558.19', 'PF01488.23', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF02719.18', 'PF16363.8', 'PF08643.13']	CCCC1CC2=CC3=C(C(O)=C2C(=O)O1)C1=C(O)C2=C(OC4=C(C(O)=C(OC5CC(O)C(OC6CC(O)C(OC7CC(OC)C(O)C(C)O7)C(C)O6)C(C)O5)C=C4)C2=O)C(OC)=C1C(O)C3O
['PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF00733.24', 'PF13537.9', 'PF13522.9', 'PF01494.22', 'PF01266.27', 'PF00890.27', 'PF12831.10', 'PF07992.17', 'PF05834.15', 'PF00070.30', 'PF03486.17', 'PF13450.9', 'PF01134.25', 'PF01946.20', 'PF13738.9', 'PF00891.21', 'PF16864.8', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF05368.16', 'PF13460.9', 'PF10604.12', 'PF03364.23', 'PF01494.22', 'PF01266.27', 'PF13450.9', 'PF00070.30', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF00698.24', 'PF00155.24', 'PF01494.22', 'PF03486.17', 'PF00890.27', 'PF00891.21', 'PF16864.8', 'PF13649.9', 'PF08100.14']	CN(C)C1C(=O)C(=C(N)O)C(=O)C2(O)C(=O)C3=C(O)C4=C(C=CC=C4O)C(C)(O)C3C(O)C12
['PF13561.9', 'PF00106.28', 'PF01370.24', 'PF08659.13', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00248.24']	CC(C)CC1NC(=O)C(C(C)C)NC(=O)C(CC(C)C)OC(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)NC1=O
['PF11806.11', 'PF00756.23', 'PF00326.24', 'PF03621.16', 'PF00501.31', 'PF00668.23', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF12697.10', 'PF00425.21', 'PF00501.31', 'PF13193.9', 'PF00857.23', 'PF00550.28', 'PF13561.9', 'PF00106.28', 'PF08659.13']	NCCCCC(NC(=O)C1=C(O)C(O)=CC=C1)C(=O)NC(COC(=O)C(COC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C1=C(O)C(O)=CC=C1)NC(=O)C(CCCCN)NC(=O)C1=C(O)C(O)=CC=C1)C(=O)O
['PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF13460.9', 'PF01494.22', 'PF03486.17', 'PF00890.27', 'PF13450.9', 'PF00070.30', 'PF13738.9', 'PF07992.17', 'PF04673.15', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF10604.12', 'PF03364.23', 'PF01494.22', 'PF13561.9', 'PF00106.28', 'PF01266.27', 'PF00070.30', 'PF07992.17', 'PF03486.17', 'PF08659.13', 'PF00890.27', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF13460.9', 'PF01039.25', 'PF00296.23', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF00067.25', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF01209.21', 'PF08242.15', 'PF13489.9', 'PF02353.23', 'PF01135.22', 'PF07021.15', 'PF00891.21', 'PF13578.9', 'PF05401.14', 'PF01728.22', 'PF05148.18', 'PF05175.17', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF03096.17', 'PF00756.23', 'PF00326.24', 'PF08386.13', 'PF01266.27', 'PF07992.17', 'PF01494.22', 'PF13450.9', 'PF12831.10', 'PF00070.30', 'PF01134.25', 'PF01757.25', 'PF00067.25', 'PF00891.21', 'PF16864.8', 'PF13649.9', 'PF08242.15', 'PF02786.20', 'PF00289.25', 'PF02785.22', 'PF00364.25', 'PF02222.25', 'PF13533.9', 'PF07478.16']	COC1=CC=CC2=C1C(=O)C1=C(C2=O)C2=C(C=C1)C(O)C(C)C(O)C2=O
['PF00009.30', 'PF03764.21', 'PF14492.9', 'PF00679.27', 'PF03144.28', 'PF16658.8', 'PF00009.30', 'PF03143.20', 'PF03144.28', 'PF01926.26', 'PF00881.27', 'PF02624.19', 'PF04738.16', 'PF14028.9', 'PF00067.25', 'PF08803.14', 'PF02585.20']	C=C(NC(=O)C(=C)NC(=O)C1=NC2=C(C=C1)C1=NC(=CS1)C(=O)NC(C(C)O)C(=O)NC(=CC)C1=NC(=C(C)O1)C(=O)NC(=C)C(=O)NC(C(C)(C)O)C(=O)NC(=C)C1=NC(=C(C)O1)C(=O)NC(=C)C(=O)NC(=C)C1=NC2=CO1)C(N)=O
['PF13434.9', 'PF07992.17', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF03621.16']	CCCCCCCCCCCCC(=O)NC(CCCN(O)C=O)C(=O)NC(CO)C(=O)N(O)CCCC1NC(=O)C(CCCN(O)C=O)NC1=O
['PF04183.15', 'PF13523.9', 'PF06276.15', 'PF13302.10', 'PF13434.9', 'PF13738.9']	CCCCCCCC(=O)N(O)CCCCC(NC(=O)CC(O)(CC(=O)O)C(=O)O)C(=O)O
['PF19086.3', 'PF03936.19']	CC1=C2CCC(C)C2CC(C)(C)CC(O)C1
['PF00171.25', 'PF05893.17', 'PF00501.31', 'PF07993.15', 'PF00668.23', 'PF00550.28', 'PF01370.24', 'PF00248.24', 'PF00109.29', 'PF16073.8', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF00975.23', 'PF00550.28', 'PF16197.8', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF13602.9', 'PF16197.8', 'PF00107.29', 'PF00106.28', 'PF00550.28', 'PF13561.9', 'PF00108.26', 'PF08240.15', 'PF01565.26', 'PF08031.15']	CC1CCCC(=O)CCCC=CC2=C(C(=O)O1)C(O)=CC(O)=C2
['PF13649.9', 'PF08241.15', 'PF13847.9', 'PF13489.9', 'PF08242.15', 'PF01209.21', 'PF03848.17', 'PF02353.23', 'PF01636.26', 'PF19974.2', 'PF05363.15', 'PF01041.20', 'PF00155.24', 'PF01212.24', 'PF01041.20', 'PF00266.22', 'PF00155.24', 'PF01053.23', 'PF00459.28', 'PF01636.26', 'PF00908.20', 'PF04321.20', 'PF01370.24', 'PF16363.8', 'PF02719.18', 'PF07993.15', 'PF01073.22', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF00483.26', 'PF12804.10', 'PF02894.20', 'PF01408.25', 'PF02423.18', 'PF02254.21', 'PF01488.23', 'PF03807.20', 'PF01113.23', 'PF03435.21', 'PF02826.22', 'PF00245.23', 'PF01676.21', 'PF01041.20', 'PF01053.23', 'PF00155.24', 'PF00266.22', 'PF01212.24', 'PF00248.24']	CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
['PF08541.13', 'PF08545.13', 'PF00108.26', 'PF02737.21', 'PF00725.25', 'PF02254.21', 'PF10727.12', 'PF00483.26', 'PF12804.10', 'PF16363.8', 'PF01370.24', 'PF02719.18', 'PF01073.22', 'PF07993.15', 'PF04321.20', 'PF13460.9', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF14765.9', 'PF18369.4', 'PF13561.9', 'PF02719.18', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF00106.28', 'PF16197.8', 'PF18369.4', 'PF13561.9', 'PF00550.28', 'PF01370.24', 'PF00108.26', 'PF02719.18', 'PF08990.14', 'PF16363.8', 'PF13460.9', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF18369.4', 'PF00106.28', 'PF16197.8', 'PF00550.28', 'PF13561.9', 'PF00108.26', 'PF01370.24', 'PF02719.18', 'PF16363.8', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF00106.28', 'PF16197.8', 'PF00550.28', 'PF13561.9', 'PF18369.4', 'PF00108.26', 'PF01370.24', 'PF16363.8', 'PF08990.14', 'PF00109.29', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF02801.25', 'PF00975.23', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF08990.14', 'PF00108.26', 'PF12697.10', 'PF01370.24', 'PF07859.16', 'PF08545.13', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF00908.20', 'PF01370.24', 'PF16363.8', 'PF04321.20', 'PF13460.9', 'PF01073.22', 'PF05368.16', 'PF02719.18', 'PF00106.28', 'PF00248.24', 'PF00107.29', 'PF13602.9', 'PF08240.15']	CCC1C(C)OC(O)(C(C)C(O)C(C)C2OC(=O)C=CC=CC(C)C(C(C)C(O)C(C)C3(O)CC(OC4CC(O)C(O)C(C)O4)C(CC)C(C)O3)OC(=O)C=CC=CC2C)CC1OC1CC(O)C(O)C(C)O1
['PF00975.23', 'PF12697.10', 'PF03959.16', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF00550.28', 'PF02801.25', 'PF14765.9', 'PF00975.23', 'PF13193.9', 'PF16197.8', 'PF00106.28', 'PF13561.9', 'PF00108.26']	CC(C)C1C=CC(=O)NCCC=CC(NC(=O)C(NC(=O)NC(C(=O)O)C(C)C)C(C)C)C(=O)N1
['PF00534.23', 'PF13692.9', 'PF13524.9', 'PF08541.13', 'PF00108.26', 'PF00201.21', 'PF04101.19', 'PF03033.23']	CCCCCCC(Cl)CCCCCC1=CC(O)=C(CCCCCC(Cl)CCCCCC)C(OC2OCC(O)C(O)C2O)=C1
['PF00128.27', 'PF03714.17', 'PF17967.4', 'PF17957.4', 'PF02806.21', 'PF00202.24', 'PF00483.26', 'PF12804.10', 'PF08282.15', 'PF05116.16', 'PF06224.15', 'PF00294.27', 'PF08240.15', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01761.23', 'PF13685.9', 'PF00465.22', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF00483.26', 'PF12804.10', 'PF00128.27', 'PF03714.17', 'PF17967.4', 'PF00128.27', 'PF00686.22', 'PF02806.21', 'PF01833.27', 'PF01547.28', 'PF13416.9']	CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O
['PF01565.26', 'PF08031.15', 'PF11991.11', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF11991.11', 'PF00067.25', 'PF00067.25', 'PF00067.25']	COC1=CC2=CC3=C(C(=O)OC(C)C3)C(O)=C2C2=C1C1C3(O2)C(=NC2=C3C=CC3=C2C=CC(C)(C)O3)C(C)(C)C2CC34CCCN3C(=O)C21NC4=O
['PF00891.21', 'PF16864.8', 'PF08242.15', 'PF12902.10']	CN1C(=O)C(C2=CNC3=CC=CC=C23)=C(C2=CNC3=CC=CC=C23)C1=O
['PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF01370.24', 'PF16363.8', 'PF02719.18', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF08990.14', 'PF00108.26', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF12831.10', 'PF00890.27', 'PF01262.24', 'PF00070.30', 'PF08659.13', 'PF14765.9', 'PF00550.28', 'PF00106.28', 'PF01370.24', 'PF01073.22', 'PF03435.21', 'PF16363.8', 'PF02719.18', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF00550.28', 'PF16197.8', 'PF00106.28', 'PF00108.26', 'PF01370.24', 'PF13561.9', 'PF02719.18', 'PF00501.31', 'PF13193.9', 'PF00698.24', 'PF00550.28', 'PF00501.31', 'PF00067.25', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF01370.24', 'PF13561.9', 'PF02719.18', 'PF08990.14', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF14765.9', 'PF02801.25', 'PF00975.23', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF01370.24', 'PF08990.14', 'PF16363.8', 'PF13561.9', 'PF02719.18', 'PF12697.10', 'PF00109.29', 'PF00698.24', 'PF14765.9', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF08990.14', 'PF00109.29', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF08990.14', 'PF01370.24', 'PF00975.23', 'PF12697.10', 'PF01553.24']	CCCC=CC=CCC1CC=CC=C(C)C=CC=CC(O)C(O)C=C(C)C=CC=CC(=O)N1
